index,budget,popularity,revenue,runtime,vote_average,vote_count,original_title,keywords,genres,original_language,production_companies,cast,Director,Producer,Writer,Editor,soup
1028,0,24.132271,0,167.0,7.7,357,Солярис,"['1970s', 'spacetravel', 'astronaut']","['drama', 'adventure', 'sciencefiction']",ru,"['Mosfilm', 'Creative Unit of Writers & Cinema Workers', 'Unit Four']",[],['andreitarkovsky'],['Viacheslav Tarasov'],[],"['Lyudmila Feiginova', 'Nina Marcus']",1970s spacetravel astronaut  andreitarkovsky drama adventure sciencefiction
1029,47000000,10.410933,38085778,75.0,4.6,104,Happily N'Ever After,"['womandirector', 'princess', 'fairytale']","['comedy', 'sciencefiction', 'family']",en,"['Vanguard Films', 'Lionsgate', 'Odyssey', 'Nitrogen Studios Canada']",[],"['yvettekaplan', 'paulbolger', 'gregtiernan']","['Peter Widmann', 'Silke Zakarneh', 'Dr. Volker Baas', 'Nicole Stinn', 'Charlie Woebcken', 'John H. Williams', 'Chad Hammes', 'Wilhelm Auer']",[],['Ringo Waldenburger'],womandirector princess fairytale  yvettekaplan paulbolger gregtiernan comedy sciencefiction family
1030,47000000,6.067212,12379402,104.0,5.7,74,Mary Reilly,"['monster', '19thcentury', 'laboratory']","['drama', 'thriller', 'romance']",en,"['TriStar Pictures', 'NFH Productions']",[],['stephenfrears'],"['Norma Heyman', 'Nancy Graham Tanen', 'Ned Tanen']",[],['Lesley Walker'],monster 19thcentury laboratory  stephenfrears drama thriller romance
1031,38000000,15.401855,299288605,105.0,6.3,584,My Best Friend's Wedding,"['wedding', ""loveofone'slife"", 'newlove']","['comedy', 'romance']",en,['TriStar Pictures'],[],['p.j.hogan'],"['Ronald Bass', 'Jerry Zucker']",[],"['Garth Craven', 'Lisa Fruchtman']",wedding loveofone'slife newlove  p.j.hogan comedy romance
1032,0,10.698929,0,102.0,5.5,252,America's Sweethearts,"['wifehusbandrelationship', 'marriagecrisis', 'marriedcouple']","['comedy', 'romance']",en,"['Columbia Pictures', 'Revolution Studios', 'Roth-Arnold Productions']",[],['joeroth'],"['Donna Roth', 'Billy Crystal', 'Susan Arnold']",[],['Stephen A. Rotter'],wifehusbandrelationship marriagecrisis marriedcouple  joeroth comedy romance
1033,46000000,41.322708,113714830,118.0,6.8,1148,Insomnia,"['murder', 'teenager', 'love']","['thriller', 'crime', 'mystery']",en,"['Section Eight', 'Alcon Entertainment', 'Witt/Thomas Productions']",[],['christophernolan'],"['Paul Junger Witt', 'Broderick Johnson', 'Edward McDonnell', 'Andrew A. Kosove']",[],['Dody Dorn'],murder teenager love  christophernolan thriller crime mystery
1034,46000000,25.6713,150000000,111.0,7.0,661,Star Trek: First Contact,"['obsession', 'spaceopera', 'resistance']","['thriller', 'action', 'adventure']",en,"['Paramount Pictures', 'Digital Image Associates']",[],['jonathanfrakes'],"['Peter Lauritson', 'Rick Berman']",[],"['John W. Wheeler', 'Anastasia Emmons']",obsession spaceopera resistance  jonathanfrakes thriller action adventure
1035,47000000,22.581313,10539000,80.0,4.4,420,Jonah Hex,"['death', 'usa', 'dccomics']","['drama', 'thriller', 'action']",en,['Warner Bros.'],[],['jimmyhayward'],"['Miri Yoon', 'Richard Middleton', 'Joshua Levinson', 'Andrew Lazar', 'Margot Lulick', 'Akiva Goldsman']",[],"['Kent Beyda', 'Tom Lewis', 'Daniel P. Hanley', 'Fernando Villena']",death usa dccomics  jimmyhayward drama thriller action
1036,46000000,12.971122,100860818,117.0,6.2,232,Courage Under Fire,"['pilot', 'u.s.army', 'tank']","['drama', 'thriller', 'mystery']",en,['Fox 2000 Pictures'],[],['edwardzwick'],"['Debra Martin Chase', 'John Davis']",[],['Steven Rosenblum'],pilot u.s.army tank  edwardzwick drama thriller mystery
1037,45000000,26.721386,181000000,86.0,6.4,1424,Liar Liar,"['california', 'lie', 'birthday']",['comedy'],en,"['Imagine Entertainment', 'Universal Pictures']",[],['tomshadyac'],['Brian Grazer'],"['Paul Guay', 'Stephen Mazur']",['Don Zimmerman'],california lie birthday  tomshadyac comedy
1038,25000000,24.672234,15436808,127.0,6.6,573,The Infiltrator,"['biography', 'drug', 'undercover']","['drama', 'thriller', 'crime']",en,['Good Films'],[],['bradfurman'],"['Miriam Segal', 'Brad Furman', 'Paul M. Brennan', 'Don Sikorski']",[],"['Luis Carballar', 'David Rosenbloom', 'Jeff McEvoy']",biography drug undercover  bradfurman drama thriller crime
1039,46000000,0.146783,5200000,140.0,6.5,2,Inchon,[],"['drama', 'history', 'war']",en,"['Metro-Goldwyn-Mayer (MGM)', 'Unification Church', 'One Way Productions']",[],['terenceyoung'],"['Mitsuharu Ishii', 'Sidney Beckerman']",[],"['Michael J. Sheridan', 'John W. Holmes', 'Peter Taylor', 'Dallas Puett']",  terenceyoung drama history war
1040,46000000,28.964162,341631208,91.0,5.0,543,The Flintstones,"['friendship', 'bestfriend', 'jealousy']","['comedy', 'family', 'fantasy']",en,"['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']",[],['brianlevant'],"['Colin Wilson', 'Bruce Cohen']",[],['Kent Beyda'],friendship bestfriend jealousy  brianlevant comedy family fantasy
1041,45000000,49.353524,376141306,91.0,6.1,2757,Taken 2,"['violence', 'kidnapping', 'fbiagent']","['thriller', 'action', 'crime']",en,"['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+', 'Grive Productions', 'EuropaCorp', 'Ciné+']",[],['oliviermegaton'],['Luc Besson'],[],"['Vincent Tabaillon', 'Camille Delamarre']",violence kidnapping fbiagent  oliviermegaton thriller action crime
1042,48000000,36.585509,220673217,84.0,5.8,912,Scary Movie 3,['horrorspoof'],['comedy'],en,"['Dimension Films', 'Brad Grey Pictures']",[],['davidzucker'],['Robert K. Weiss'],[],"['Jon Poll', 'Malcolm Campbell']",horrorspoof  davidzucker comedy
1043,45000000,32.624355,212000000,111.0,6.1,961,Miss Congeniality,"['terrorism', 'undercoveragent', 'beautycontest']","['comedy', 'action', 'crime']",en,"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment', 'Fortis Films']",[],['donaldpetrie'],['Sandra Bullock'],"['Katie Ford', 'Caryn Lucas', 'Marc Lawrence']",['Billy Weber'],terrorism undercoveragent beautycontest  donaldpetrie comedy action crime
1044,45000000,53.090422,101702060,93.0,5.8,1309,Journey to the Center of the Earth,"['3d', 'dinosaur', 'volcano']","['comedy', 'action', 'adventure']",en,"['New Line Cinema', 'Walden Media']",[],['ericbrevig'],['Beau Flynn'],[],"['Dirk Westervelt', 'Steven Rosenblum']",3d dinosaur volcano  ericbrevig comedy action adventure
1045,40000000,30.002907,95149435,113.0,6.0,697,The Princess Diaries 2: Royal Engagement,"['marriage', 'fallinginlove', 'coronation']","['drama', 'comedy', 'romance']",en,['Walt Disney Pictures'],[],['garrymarshall'],"['Mario Iscovich', 'Debra Martin Chase', 'Whitney Houston']",[],['Bruce Green'],marriage fallinginlove coronation  garrymarshall drama comedy romance
1046,45000000,17.923254,195268056,141.0,6.3,371,The Pelican Brief,"['professor', 'judge', 'missionofmurder']","['drama', 'thriller', 'crime']",en,['Warner Bros.'],[],['alanj.pakula'],"['Alan J. Pakula', 'Pieter Jan Brugge']",[],"['Tom Rolf', 'Trudy Ship']",professor judge missionofmurder  alanj.pakula drama thriller crime
1047,45000000,17.746719,117615211,119.0,6.4,278,The Client,"['suicide', 'investigation', 'brotherbrotherrelationship']","['drama', 'thriller', 'crime']",en,"['Regency Enterprises', 'Alcor Films', 'Warner Bros.']",[],['joelschumacher'],"['Arnon Milchan', 'Steven Reuther']",[],[],suicide investigation brotherbrotherrelationship  joelschumacher drama thriller crime
1048,45000000,31.305336,175372502,97.0,7.0,1111,The Bucket List,"['dyinganddeath', 'wifehusbandrelationship', 'fatherdaughterrelationship']","['drama', 'comedy']",en,"['Two Ton Films', 'Zadan / Meron Productions', 'Reiner / Greisman Productions']",[],['robreiner'],"['Craig Zadan', 'Rob Reiner', 'Alan Greisman', 'Neil Meron']",['Justin Zackham'],['Robert Leighton'],dyinganddeath wifehusbandrelationship fatherdaughterrelationship  robreiner drama comedy
1049,45000000,19.637704,178051587,117.0,6.3,433,Patriot Games,"['assassin', 'assassination', 'repayment']","['drama', 'thriller', 'action']",en,"['Paramount Pictures', 'Mace Neufeld Productions']",[],['phillipnoyce'],"['Mace Neufeld', 'Robert Rehme']",[],"['William Hoy', 'Neil Travis']",assassin assassination repayment  phillipnoyce drama thriller action
1050,43000000,10.411996,154749918,101.0,5.6,406,Monster-in-Law,"['fallinginlove', 'surgeon', 'badmother-in-law']","['comedy', 'romance']",en,"['New Line Cinema', 'Spring Creek Productions', 'BenderSpink', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG']",[],['robertluketic'],"['J.C. Spink', 'Paula Weinstein', 'Chris Bender']",[],"['Kevin Tent', 'Scott Hill']",fallinginlove surgeon badmother-in-law  robertluketic comedy romance
1051,46000000,88.496873,122126687,153.0,7.9,3085,Prisoners,"['kidnapping', 'vigilante', 'ruralsetting']","['drama', 'thriller', 'crime']",en,"['Alcon Entertainment', 'Madhouse Entertainment', '8:38 Productions']",[],['denisvilleneuve'],"['Broderick Johnson', 'Kira Davis', 'Adam Kolbrenner', 'Andrew A. Kosove']",['Aaron Guzikowski'],"['Gary D. Roach', 'Joel Cox']",kidnapping vigilante ruralsetting  denisvilleneuve drama thriller crime
1052,45000000,52.081131,104876233,122.0,7.3,1634,Training Day,"['losangeles', 'drugdealer', 'policebrutality']","['drama', 'thriller', 'action']",en,"['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.', 'Outlaw Productions (I)', 'WV Films II']",[],['antoinefuqua'],"['Jeffrey Silver', 'Robert F. Newmyer']",[],['Conrad Buff IV'],losangeles drugdealer policebrutality  antoinefuqua drama thriller action
1053,45000000,30.816341,90683916,102.0,6.9,710,Galaxy Quest,"['spoof', 'spaceship', 'spacebattle']","['comedy', 'sciencefiction', 'family']",en,"['DreamWorks SKG', 'Gran Via Productions']",[],['deanparisot'],"['Charles Newirth', 'Mark Johnson']",[],['Don Zimmerman'],spoof spaceship spacebattle  deanparisot comedy sciencefiction family
1054,45000000,35.376971,141220678,83.0,5.4,982,Scary Movie 2,"['sex', 'exorcism', 'secretdoor']",['comedy'],en,"['Gold/Miller Productions', 'Wayans Bros. Entertainment', 'Dimension Films', 'Brad Grey Pictures']",[],['keenenivorywayans'],['Eric L. Gold'],[],"['Thomas J. Nordberg', 'Peter Teschner', 'Richard Pearson']",sex exorcism secretdoor  keenenivorywayans comedy
1055,45000000,17.047276,165184237,103.0,6.5,501,The Muppets,"['duringcreditsstinger', 'musical', 'robot']","['comedy', 'family', 'music']",en,['Walt Disney Pictures'],[],['jamesbobin'],[],"['Jason Segel', 'Nicholas Stoller']",[],duringcreditsstinger musical robot  jamesbobin comedy family music
1056,45000000,43.815492,131183530,120.0,6.5,1905,Blade,"['violence', 'superhero', 'suicide']","['action', 'horror']",en,"['New Line Cinema', 'Amen Ra Films', 'Imaginary Forces', 'Marvel Enterprises']",[],['stephennorrington'],"['Robert Engelman', 'Peter Frankfurt', 'Wesley Snipes']",['David S. Goyer'],['Paul Rubell'],violence superhero suicide  stephennorrington action horror
1057,30000000,23.234651,76669806,136.0,7.3,496,Coach Carter,"['sport', 'highschool', 'teacher']",['drama'],en,"['Paramount Pictures', 'MTV Films', 'Tollin/Robbins Productions']",[],['thomascarter'],"['Brian Robbins', 'David Gale', 'Mike Tollin']",[],[],sport highschool teacher  thomascarter drama
1058,45000000,17.270539,94935764,89.0,5.9,299,Changing Lanes,"['suspense', 'newyork', 'lawyer']","['thriller', 'action', 'adventure']",en,['Paramount Pictures'],[],['rogermichell'],['Scott Rudin'],[],['Christopher Tellefsen'],suspense newyork lawyer  rogermichell thriller action adventure
1059,45000000,27.684779,136885767,89.0,4.7,610,Anaconda,"['jungle', 'animalhorror', 'amazon']","['thriller', 'adventure', 'horror']",en,"['Columbia Pictures Corporation', 'Middle Fork Productions', 'Iguana Producciones', 'Skylight Cinema Foto Art', 'St. Tropez Films', 'Cinema Line Film Corporation']",[],['luisllosa'],"['Jack Epps Jr.', 'Verna Harrah', 'Carole Little', 'Leonard Rabinowitz']",[],['Michael R. Miller'],jungle animalhorror amazon  luisllosa thriller adventure horror
1060,45000000,26.79781,113916474,100.0,5.8,575,Coyote Ugly,"['musical', 'bar', 'beautifulwoman']",['comedy'],en,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",[],['davidmcnally'],"['Chad Oman', 'Jerry Bruckheimer']",['Gina Wendkos'],['William Goldenberg'],musical bar beautifulwoman  davidmcnally comedy
1061,40000000,37.073127,244931766,135.0,7.0,1869,Love Actually,"['londonengland', 'femalenudity', 'usapresident']","['drama', 'comedy', 'romance']",en,"['Universal Pictures', 'DNA Films', 'StudioCanal', 'Working Title Films']",[],['richardcurtis'],"['Eric Fellner', 'Tim Bevan', 'Duncan Kenworthy']",[],['Nick Moore'],londonengland femalenudity usapresident  richardcurtis drama comedy romance
1062,120000000,87.350802,363258859,95.0,6.8,2303,A Bug's Life,"['duringcreditsstinger', 'fight', 'winter']","['comedy', 'adventure', 'family']",en,"['Walt Disney Pictures', 'Pixar Animation Studios']",[],"['andrewstanton', 'johnlasseter']","['Kevin Reher', 'Darla K. Anderson']",[],['Lee Unkrich'],duringcreditsstinger fight winter  andrewstanton johnlasseter comedy adventure family
1063,35000000,26.134678,74558115,122.0,6.6,741,From Hell,"['lossoffamily', 'drugaddiction', 'jacktheripper']","['thriller', 'horror', 'mystery']",en,"['Twentieth Century Fox Film Corporation', 'Underworld Entertainment']",[],"['alberthughes', 'allenhughes']","['Jane Hamsher', 'Don Murphy']",[],"['George Bowers', 'Dan Lebental']",lossoffamily drugaddiction jacktheripper  alberthughes allenhughes thriller horror mystery
1064,45000000,16.582709,170362582,110.0,5.5,313,The Specialist,"['revenge', 'explosive', 'explosivesexpert']","['thriller', 'action']",en,"['Jerry Weintraub Productions', 'Warner Bros.', 'Iguana Producciones']",[],['luisllosa'],['Jerry Weintraub'],[],['Jack Hofstra'],revenge explosive explosivesexpert  luisllosa thriller action
1065,45000000,10.731574,53854588,135.0,5.9,150,Tin Cup,"['sport', 'lover(female)', 'man-womanrelation']","['drama', 'comedy', 'romance']",en,"['Regency Enterprises', 'Warner Bros.']",[],['ronshelton'],"['Gary Foster', 'David V. Lester']",[],"['Paul Seydor', 'Kimberly Ray']",sport lover(female) man-womanrelation  ronshelton drama comedy romance
1066,0,2.094151,0,111.0,6.2,26,"Yours, Mine and Ours","['children', 'nurse', 'widow']","['drama', 'comedy', 'family']",en,"['Desilu Productions', 'Walden Productions']",[],['melvilleshavelson'],['Robert F. Blumofe'],[],['Stuart Gilmore'],children nurse widow  melvilleshavelson drama comedy family
1067,45000000,8.99269,56070433,95.0,5.6,176,Kicking & Screaming,"['sport', 'fathersonrelationship', 'generationsconfilct']","['comedy', 'romance', 'family']",en,['Universal Pictures'],[],['jessedylan'],"['Jimmy Miller', 'Mia Apatow']","['Leo Benvenuti', 'Steve Rudnick']","['Stuart H. Pappé', 'Peter Teschner']",sport fathersonrelationship generationsconfilct  jessedylan comedy romance family
1068,50000000,51.742065,104478416,109.0,6.6,1315,The Hitchhiker's Guide to the Galaxy,"['basedonnovel', 'alien', 'survival']","['comedy', 'adventure', 'sciencefiction']",en,"['Spyglass Entertainment', 'Everyman Pictures', 'Hammer & Tongs', 'Touchstone Pictures']",[],['garthjennings'],"['Jonathan Glickman', 'Gary Barber', 'Nick Goldsmith', 'Roger Birnbaum', 'Jay Roach']",[],['Niven Howie'],basedonnovel alien survival  garthjennings comedy adventure sciencefiction
1069,0,7.157635,0,93.0,4.3,69,Fat Albert,[],"['drama', 'comedy', 'family']",en,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Culver Studios']",[],['joelzwick'],['John Davis'],"['Bill Cosby', 'Charles Kipps']",['Tony Lombardo'],  joelzwick drama comedy family
1070,45000000,12.06538,148412065,94.0,6.1,1292,Resident Evil: Extinction,"['dystopia', 'zombie', 'conspiracy']","['action', 'sciencefiction', 'horror']",en,"['Impact Pictures', 'Davis-Films', 'Constantin Film Produktion', 'Resident Evil Productions']",[],['russellmulcahy'],"['Samuel Hadida', 'Jeremy Bolt', 'Bernd Eichinger', 'Robert Kulzer', 'Paul W.S. Anderson']",[],['Niven Howie'],dystopia zombie conspiracy  russellmulcahy action sciencefiction horror
1071,40000000,44.120328,123494610,117.0,6.6,1006,Blended,"['family', 'relationship', 'africa']",['comedy'],en,"['Happy Madison Productions', 'Karz Entertainment', 'Warner Bros.', 'Gulfstream Pictures']",[],['frankcoraci'],"['Adam Sandler', 'Jack Giarraputo', 'Mike Karz']","['Ivan Menchell', 'Clare Sera']",[],family relationship africa  frankcoraci comedy
1072,45000000,6.156015,38399961,112.0,6.4,119,Last Holiday,[],"['drama', 'comedy', 'adventure']",en,['Paramount Pictures'],[],['waynewang'],[],[],[],  waynewang drama comedy adventure
1073,45000000,12.362876,0,111.0,6.1,210,The River Wild,"['criminal', 'marriagecrisis', 'river']","['thriller', 'action', 'adventure']",en,"['Universal Pictures', 'David Foster Productions', 'Turman-Foster Company']",[],['curtishanson'],"['Lawrence Turman', 'David Foster']",[],['David Brenner'],criminal marriagecrisis river  curtishanson thriller action adventure
1074,45000000,11.095914,0,96.0,5.9,134,The Indian in the Cupboard,"['toycomestolife', 'puppet', 'parallelworld']","['adventure', 'family', 'fantasy']",en,"['Paramount Pictures', 'Columbia Pictures Corporation', 'The Kennedy/Marshall Company']",[],['frankoz'],"['Frank Marshall', 'Kathleen Kennedy', 'Jane Startz']",[],['Ian Crafford'],toycomestolife puppet parallelworld  frankoz adventure family fantasy
1075,45000000,31.856589,82966152,131.0,6.2,766,Savages,"['widow', 'americanabroad', 'guninmouth']","['drama', 'thriller', 'crime']",en,"['Ixtlan', 'Relativity Media', 'Onda Entertainment']",[],['oliverstone'],"['Eric Kopeloff', 'Evan Bates', 'Moritz Borman']",[],"['Joe Hutshing', 'Stuart Levy', 'Alex Marquez']",widow americanabroad guninmouth  oliverstone drama thriller crime
1076,25000000,24.459948,56422687,94.0,6.1,537,Cellular,"['duringcreditsstinger', 'police', 'bank']","['thriller', 'action', 'adventure']",en,['New Line Cinema'],[],['davidr.ellis'],"['Lauren Lloyd', 'Dean Devlin']",[],['Eric A. Sears'],duringcreditsstinger police bank  davidr.ellis thriller action adventure
1077,40000000,28.029015,160583018,88.0,6.0,852,Johnny English,"['duringcreditsstinger', 'explosion', 'spy']","['comedy', 'action', 'adventure']",en,"['Universal Pictures', 'StudioCanal']",[],['peterhowitt'],"['Eric Fellner', 'Tim Bevan', 'Mark Huffam']",[],['Robin Sales'],duringcreditsstinger explosion spy  peterhowitt comedy action adventure
1078,50000000,20.239061,55181129,88.0,5.5,366,The Ant Bully,"['children', 'childhero', 'ant']","['comedy', 'adventure', 'family']",en,"['Playtone', 'Warner Bros.', 'Legendary Entertainment', 'DNA Productions']",[],['johna.davis'],"['Alex Johns', 'Tom Hanks', 'Gary Goetzman', 'John A. Davis', 'Kim Saxon']",[],['Jon Price'],children childhero ant  johna.davis comedy adventure family
1079,40000000,25.876582,30925690,137.0,6.5,562,Dune,"['dystopia', 'war', 'witch']","['action', 'adventure', 'sciencefiction']",en,['Dino De Laurentiis Company'],[],['davidlynch'],['Raffaella De Laurentiis'],[],['Antony Gibbs'],dystopia war witch  davidlynch action adventure sciencefiction
1080,0,11.872841,0,133.0,7.1,410,Across the Universe,"['womandirector', 'musical', 'music']","['drama', 'romance', 'adventure']",en,"['Revolution Studios', 'Team Todd']",[],['julietaymor'],"['Jennifer Todd', 'Matthew Gross', 'Richard Baratta']",[],['Françoise Bonnot'],womandirector musical music  julietaymor drama romance adventure
1081,35000000,20.360549,75225693,119.0,6.7,796,Revolutionary Road,"['jealousy', 'adultery', 'infidelity']","['drama', 'romance']",en,"['DreamWorks SKG', 'Scott Rudin Productions', 'BBC Films', 'Neal Street Productions', 'Evamere Entertainment', 'Goldcrest Pictures']",[],['sammendes'],"['Scott Rudin', 'Bobby Cohen', 'John Hart']",[],['Tariq Anwar'],jealousy adultery infidelity  sammendes drama romance
1082,55000000,32.31022,65664721,105.0,6.2,661,16 Blocks,"['missionofmurder', 'doingtherightthing', 'malebonding']","['thriller', 'action', 'adventure']",en,"[""Donners' Company"", 'Cheyenne Enterprises', 'Alcon Entertainment', 'Nu Image Entertainment GmbH', 'Millennium Films', 'Emmett/Furla Films', 'Equity Pictures Medienfonds GmbH & Co. KG III', '16 Block Productions']",[],['richarddonner'],"['Jim Van Wyck', 'John Thompson', 'Randall Emmett', 'Avi Lerner']",['Richard Wenk'],['Steve Mirkovich'],missionofmurder doingtherightthing malebonding  richarddonner thriller action adventure
1083,70000000,27.568194,72108608,101.0,5.4,676,Babylon A.D.,"['dystopia', 'future', 'secret']","['thriller', 'action', 'adventure']",en,"['StudioCanal', 'M6 Films', 'Canal+', 'CinéCinéma', 'Babylon', 'Babylon Films Limited', 'M6', 'MNP Entreprise']",[],['mathieukassovitz'],"['Alain Goldman', 'Benoît Jaubert']",[],['Benjamin Weill'],dystopia future secret  mathieukassovitz thriller action adventure
1084,45000000,6.250282,0,92.0,4.7,100,The Glimmer Man,"['secretagent', 'seriesofmurders', 'cop']","['drama', 'thriller', 'action']",en,"['Warner Bros.', 'Seagal/Nasso Productions']",[],['johngray'],"['Steven Seagal', 'Julius R. Nasso']",[],['Donn Cambern'],secretagent seriesofmurders cop  johngray drama thriller action
1085,45000000,11.120344,0,117.0,5.5,154,Multiplicity,"['clone', 'cloning', 'mistakeinperson']","['comedy', 'sciencefiction', 'fantasy']",en,['Columbia Pictures Corporation'],[],['haroldramis'],"['Lee R. Mayes', 'Harold Ramis']",[],"['Craig Herring', 'Pembroke J. Herring']",clone cloning mistakeinperson  haroldramis comedy sciencefiction fantasy
1086,45000000,13.707183,57881056,86.0,5.3,244,Aliens in the Attic,"['duringcreditsstinger', 'alien', 'comedy']","['comedy', 'adventure', 'sciencefiction']",en,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Josephson Entertainment', 'New Upstairs Productions', 'Upstairs Canada Productions']",[],['johnschultz'],[],[],[],duringcreditsstinger alien comedy  johnschultz comedy adventure sciencefiction
1087,35000000,12.495436,29400000,123.0,6.5,215,The Pledge,"['murder', 'promise', 'drawing']","['drama', 'thriller', 'crime']",en,"['Epsilon Motion Pictures', 'Franchise Pictures', 'Morgan Creek Productions', 'Clyde Is Hungry Films', 'Pledge Productions']",[],['seanpenn'],"['Sean Penn', 'Michael Fitzgerald', 'Elie Samaha']",[],['Jay Cassidy'],murder promise drawing  seanpenn drama thriller crime
1088,45000000,6.803965,38058335,134.0,6.1,151,The Producers,"['womandirector', 'aftercreditsstinger', 'music']","['comedy', 'music']",en,"['Sony Pictures', 'Gaumont Columbia Tristar Films']",[],['susanstroman'],"['Leah Zappy', 'Jonathan Sanger', 'Amy Herman', 'Mel Brooks']",[],['Steven Weisberg'],womandirector aftercreditsstinger music  susanstroman comedy music
1089,45000000,9.025236,17300889,100.0,4.7,136,The Phantom,"['basedoncomicbook', 'secretidentity', 'jungle']","['action', 'adventure']",en,"['Paramount Pictures', 'Village Roadshow Pictures', 'The Ladd Company']",[],['simonwincer'],"['Alan Ladd, Jr.', 'Robert Evans']",[],[],basedoncomicbook secretidentity jungle  simonwincer action adventure
1090,57000000,7.524671,0,117.0,5.8,60,All the Pretty Horses,"['airplane', 'dancing', 'prisoner']","['drama', 'romance', 'western']",en,"['Columbia Pictures', 'Miramax Films']",[],['billybobthornton'],[],['Cormac McCarthy'],['Sally Menke'],airplane dancing prisoner  billybobthornton drama romance western
1091,44000000,3.770161,13681765,192.0,7.1,71,Nixon,"['biography', 'usapresident', 'government']","['drama', 'history']",en,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",[],['oliverstone'],"['Oliver Stone', 'Dan Halsted']",[],['Brian Berdan'],biography usapresident government  oliverstone drama history
1092,45000000,21.118196,60222298,128.0,6.7,670,The Ghost Writer,"['londonengland', 'cia', 'author']","['thriller', 'mystery']",en,"['Studio Babelsberg', 'Runteam Ltd.', 'R.P. Productions', 'France 2 Cinéma']",[],['romanpolanski'],"['Roman Polanski', 'Robert Benmussa', 'Alain Sarde']",[],['Hervé de Luze'],londonengland cia author  romanpolanski thriller mystery
1093,45000000,6.513856,11203026,106.0,6.0,154,Deep Rising,"['seamonster', 'oceanliner', 'armedrobbery']","['action', 'adventure', 'sciencefiction']",en,"['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Calimari Productions']",[],['stephensommers'],"['Laurence Mark', 'John Baldecchi']",['Stephen Sommers'],"['Bob Ducsay', 'John Wright']",seamonster oceanliner armedrobbery  stephensommers action adventure sciencefiction
1094,45000000,11.387408,9323833,160.0,6.3,90,Miracle at St. Anna,"['worldwarii', 'soldier', 'blackpeople']","['drama', 'war']",en,"['Rai Cinema', '40 Acres & A Mule Filmworks', 'Touchstone Pictures', 'On My Own']",[],['spikelee'],"['Luigi Musini', 'Spike Lee', 'Roberto Cicutto']",['James McBride'],[],worldwarii soldier blackpeople  spikelee drama war
1095,110,9.950505,0,114.0,6.6,203,滿城盡帶黃金甲,"['martialarts', 'fight', 'marriagecrisis']","['drama', 'action', 'fantasy']",zh,['Beijing New Picture Film Co. Ltd.'],[],['zhangyimou'],"['Zhang Weiping', 'William Kong']",[],['Cheng Long'],martialarts fight marriagecrisis  zhangyimou drama action fantasy
1096,45000000,14.813057,42487390,99.0,5.0,332,Bangkok Dangerous,"['murder', 'remake', 'flashback']","['thriller', 'action', 'crime']",en,"['Virtual Studios', 'Initial Entertainment Group', 'Saturn Films', 'International Production Company', 'Blue Star Pictures', 'Living Films', 'Bangkok Dangerous']",[],"['oxidepangchun', 'dannypang']","['Matt Summers', 'William Sherak', 'Nicolas Cage', 'Norman Golightly', 'Jason Shuman']",[],"['Mike Jackson', 'Curran Pang']",murder remake flashback  oxidepangchun dannypang thriller action crime
1097,40000000,5.201688,8493890,85.0,6.3,80,Big Trouble,['gadfly'],"['comedy', 'thriller', 'action']",en,['Touchstone Pictures'],[],['barrysonnenfeld'],['Barry Sonnenfeld'],[],['Steven Weisberg'],gadfly  barrysonnenfeld comedy thriller action
1098,45000000,5.361699,4607608,139.0,6.4,81,Love in the Time of Cholera,"['sex', 'dyinganddeath', 'newlove']","['drama', 'romance']",en,"['New Line Cinema', 'Grosvenor Park Media Ltd.']",[],['mikenewell'],['Scott Steindorff'],[],['Mick Audsley'],sex dyinganddeath newlove  mikenewell drama romance
1099,45000000,3.848893,2154540,103.0,4.0,11,Shadow Conspiracy,[],"['thriller', 'action']",en,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",[],['georgep.cosmatos'],['Adi Hasak'],['Adi Hasak'],[],  georgep.cosmatos thriller action
1100,45000000,35.6585,160078586,101.0,6.0,1007,Johnny English Reborn,"['aftercreditsstinger', 'sequel', 'secretagent']","['comedy', 'thriller', 'action']",en,['Universal Pictures'],[],['oliverparker'],[],['William Davies'],[],aftercreditsstinger sequel secretagent  oliverparker comedy thriller action
1101,65000000,5.258726,73706,87.0,2.3,28,Foodfight!,"['fight', 'supermarket', 'food']","['comedy', 'action', 'family']",en,"['Threshold Entertainment', 'Lions Gate Family Entertainment']",[],['lawrencekasanoff'],[],"['Sean Catherine Derek', 'Brent V. Friedman', 'Rebecca Swanson']",['Craig Paulsen'],fight supermarket food  lawrencekasanoff comedy action family
